"ano","id_municipio","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
2014,"2202703","Cocal","PI","Sociedade de economia mista com administracao publica",7752,NA,12540,514.78,307.09,127.32,NA,NA,NA,777431.44,777431.44,NA,811766.6,59474.56,0,0,44224.98,NA,NA,NA,1409157.82,0,1409157.82
2014,"2203107","Cristino Castro","PI","Sociedade de economia mista com administracao publica",7148,NA,7415,547.5,322.18,262.93,NA,NA,NA,807044.42,807044.42,NA,962510.62,91439.77,0,0,0,NA,NA,NA,0,0,0
2014,"2203206","Curimatá","PI","Sociedade de economia mista com administracao publica",7101,NA,7293,885.13,392.65,211.18,NA,NA,NA,1014821.25,1014821.25,NA,1129618.13,90803.37,0,0,0,NA,NA,NA,0,0,0
2014,"2204659","Ilha Grande","PI","Sociedade de economia mista com administracao publica",7437,NA,7664,859.8,332.14,453.83,NA,NA,NA,733853.49,733853.49,NA,806789.46,146544.94,0,0,0,NA,NA,NA,0,0,0
2014,"2204709","Inhuma","PI","Sociedade de economia mista com administracao publica",7277,NA,7371,601.52,422.5,521.1,NA,NA,NA,1077611,1077611,NA,1174889.14,138819.4,0,0,0,NA,NA,NA,0,0,0
2014,"2207751","Passagem Franca do Piauí","PI","Sociedade de economia mista com administracao publica",2394,NA,2441,167.14,117.84,50.98,NA,NA,NA,322206.33,322206.33,NA,346262.78,22631.26,0,0,0,NA,NA,NA,0,0,0
2014,"2207900","Pedro II","PI","Sociedade de economia mista com administracao publica",22475,NA,22979,1637.06,1072.86,674.69,NA,NA,NA,2698229.73,2698229.73,NA,3021775.43,229267.38,0,0,0,NA,NA,NA,56642.57,0,56642.57
2014,"2210508","São Pedro do Piauí","PI","Sociedade de economia mista com administracao publica",9110,NA,8385,706.29,461.85,266.44,NA,NA,NA,1257179.51,1257179.51,NA,1349482.18,149312.53,0,0,0,NA,NA,NA,0,0,0
2014,"2210904","Socorro do Piauí","PI","Sociedade de economia mista com administracao publica",1993,NA,1629,163.8,87.16,83.24,NA,NA,NA,215124.69,215124.69,NA,235775.62,38196.38,0,0,0,NA,NA,NA,35249.89,0,35249.89
2015,"2211407","Várzea Grande","PI","Sociedade de economia mista com administracao publica",2834,NA,2580,203.55,137.18,108.14,NA,NA,NA,361607.09,361607.09,NA,363407.95,62957.24,0,0,0,NA,NA,NA,0,0,0
2005,"2900900","Almadina","BA","Sociedade de economia mista com administracao publica",NA,NA,4492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"2903607","Biritinga","BA","Sociedade de economia mista com administracao publica",NA,NA,2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"2907301","Castro Alves","BA","Sociedade de economia mista com administracao publica",NA,NA,14433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"2907608","Central","BA","Sociedade de economia mista com administracao publica",NA,NA,7265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"2910008","Dário Meira","BA","Sociedade de economia mista com administracao publica",NA,NA,5279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"2911659","Guajeru","BA","Sociedade de economia mista com administracao publica",NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"2914208","Irajuba","BA","Sociedade de economia mista com administracao publica",NA,NA,2718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"2916203","Itapé","BA","Sociedade de economia mista com administracao publica",NA,NA,8541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"2917334","Iuiú","BA","Sociedade de economia mista com administracao publica",NA,NA,4524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"2918308","Jitaúna","BA","Sociedade de economia mista com administracao publica",NA,NA,9599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"2918704","Lafaiete Coutinho","BA","Sociedade de economia mista com administracao publica",NA,NA,1621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"2919702","Macarani","BA","Autarquia",10960,NA,10966,586.1,578.7,526.3,NA,NA,NA,745456.26,745456.26,NA,723807.2,132364.41,43983.85,0,43983.85,NA,NA,NA,NA,NA,NA
2002,"2923001","Nova Viçosa","BA","Sociedade de economia mista com administracao publica",NA,NA,25687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"2923100","Olindina","BA","Sociedade de economia mista com administracao publica",NA,NA,11737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"2923308","Ouriçangas","BA","Sociedade de economia mista com administracao publica",NA,NA,2635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"2924652","Pintadas","BA","Sociedade de economia mista com administracao publica",NA,NA,4117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"2927705","Santa Cruz Cabrália","BA","Sociedade de economia mista com administracao publica",NA,NA,15594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"2927804","Santa Cruz da Vitória","BA","Sociedade de economia mista com administracao publica",NA,NA,5043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"2929602","Sapeaçu","BA","Sociedade de economia mista com administracao publica",NA,NA,7884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"2929800","Saúde","BA","Sociedade de economia mista com administracao publica",NA,NA,6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"2932200","Ubaitaba","BA","Sociedade de economia mista com administracao publica",NA,NA,19039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"2933406","Wagner","BA","Sociedade de economia mista com administracao publica",NA,NA,6274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"2103000","Caxias","MA","Autarquia",177750,NA,106914,13332.8,9332.96,NA,NA,NA,NA,4574484.7,4574484.7,NA,4574484.7,1177728.88,133948.02,0,195212.22,NA,NA,NA,NA,NA,NA
2002,"2110401","São Benedito do Rio Preto","MA","Sociedade de economia mista com administracao publica",NA,NA,9335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"2202851","Coronel José Dias","PI","Sociedade de economia mista com administracao publica",NA,NA,1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"2206308","Miguel Leão","PI","Sociedade de economia mista com administracao publica",NA,NA,769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"2208858","Riacho Frio","PI","Sociedade de economia mista com administracao publica",NA,NA,1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"2209104","Santa Cruz do Piauí","PI","Sociedade de economia mista com administracao publica",NA,NA,3791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"2210938","Sussuapara","PI","Administracao publica direta",4941,NA,1234,NA,0,NA,NA,NA,NA,0.01,0.01,NA,1,30000,90000,0,90000,NA,NA,NA,NA,NA,NA
1998,"2906402","Candeal","BA","Sociedade de economia mista com administracao publica",NA,NA,2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"2906808","Cansanção","BA","Sociedade de economia mista com administracao publica",NA,NA,8694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"2906824","Canudos","BA","Sociedade de economia mista com administracao publica",NA,NA,6760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2909000","Cordeiros","BA","Sociedade de economia mista com administracao publica",NA,NA,2774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2909208","Coronel João Sá","BA","Sociedade de economia mista com administracao publica",NA,NA,5538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2909505","Cravolândia","BA","Sociedade de economia mista com administracao publica",NA,NA,3009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2910750","Fátima","BA","Sociedade de economia mista com administracao publica",NA,NA,6343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2911204","Gandu","BA","Autarquia",25420,NA,25522,1118.59,994.05,NA,NA,NA,NA,491539.93,491539.93,NA,491539.93,77058.77,12738.98,0,87934.25,NA,NA,NA,NA,NA,NA
1998,"2916807","Itarantim","BA","Sociedade de economia mista com administracao publica",NA,NA,10740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2917003","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,NA,8475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2917300","Ituberá","BA","Sociedade de economia mista com administracao publica",NA,NA,12910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"2918001","Jequié","BA","Sociedade de economia mista com administracao publica",106000,57000,134910,8395,4599,NA,NA,1387,2153.5,NA,NA,NA,NA,NA,1036889,32390,NA,NA,NA,NA,NA,NA,NA
1998,"2922250","Muquém de São Francisco","BA","Sociedade de economia mista com administracao publica",NA,NA,915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2923308","Ouriçangas","BA","Sociedade de economia mista com administracao publica",NA,NA,2603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2925600","Presidente Dutra","BA","Sociedade de economia mista com administracao publica",10219,NA,5807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
1999,"2926707","Rio de Contas","BA","Sociedade de economia mista com administracao publica",NA,NA,4595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2926905","Rio do Pires","BA","Sociedade de economia mista com administracao publica",NA,NA,4310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2927309","Salinas da Margarida","BA","Sociedade de economia mista com administracao publica",NA,NA,4611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2927606","Santa Brígida","BA","Sociedade de economia mista com administracao publica",NA,NA,4408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2928505","Santa Teresinha","BA","Sociedade de economia mista com administracao publica",NA,NA,1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2929354","São José da Vitória","BA","Sociedade de economia mista com administracao publica",NA,NA,5154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2931806","Tremedal","BA","Sociedade de economia mista com administracao publica",NA,NA,3490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2933000","Valente","BA","Sociedade de economia mista com administracao publica",NA,NA,7353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2100303","Aldeias Altas","MA","Sociedade de economia mista com administracao publica",NA,NA,5652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"2100808","Anapurus","MA","Sociedade de economia mista com administracao publica",NA,NA,3886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2102036","Bom Jesus das Selvas","MA","Sociedade de economia mista com administracao publica",NA,NA,7967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2102408","Cajapió","MA","Sociedade de economia mista com administracao publica",NA,NA,2914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2102408","Cajapió","MA","Sociedade de economia mista com administracao publica",NA,NA,1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2102606","Cândido Mendes","MA","Sociedade de economia mista com administracao publica",NA,NA,9156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2104206","Fortuna","MA","Sociedade de economia mista com administracao publica",NA,NA,8514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"2104628","Governador Luiz Rocha","MA","Sociedade de economia mista com administracao publica",NA,NA,5357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2105005","Humberto de Campos","MA","Sociedade de economia mista com administracao publica",NA,NA,6283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2105153","Igarapé do Meio","MA","Sociedade de economia mista com administracao publica",NA,NA,3605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2110807","São Félix de Balsas","MA","Sociedade de economia mista com administracao publica",NA,NA,1249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2111201","São José de Ribamar","MA","Sociedade de economia mista com administracao publica",12300,NA,27245,2760,760,NA,NA,NA,NA,NA,432876,NA,376602,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2200707","Anísio de Abreu","PI","Sociedade de economia mista com administracao publica",NA,NA,3391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2200806","Antônio Almeida","PI","Sociedade de economia mista com administracao publica",NA,NA,1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2201150","Baixa Grande do Ribeiro","PI","Sociedade de economia mista com administracao publica",NA,NA,3656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2201309","Barreiras do Piauí","PI","Sociedade de economia mista com administracao publica",NA,NA,1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2201606","Beneditinos","PI","Sociedade de economia mista com administracao publica",NA,NA,5214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2202778","Colônia do Piauí","PI","Sociedade de economia mista com administracao publica",NA,NA,2177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2203420","Domingos Mourão","PI","Sociedade de economia mista com administracao publica",NA,NA,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2204709","Inhuma","PI","Sociedade de economia mista com administracao publica",NA,NA,6473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2205102","Itaueira","PI","Sociedade de economia mista com administracao publica",4645,NA,4422,214,156,NA,NA,NA,NA,NA,176764,NA,166007,41804,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2205151","Jacobina do Piauí","PI","Sociedade de economia mista com administracao publica",NA,NA,854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2205508","José de Freitas","PI","Sociedade de economia mista com administracao publica",NA,NA,18110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2205706","Luís Correia","PI","Sociedade de economia mista com administracao publica",NA,NA,7215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2207900","Pedro II","PI","Sociedade de economia mista com administracao publica",NA,NA,15587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2208304","Piracuruca","PI","Sociedade de economia mista com administracao publica",19397,NA,17881,NA,461,NA,NA,NA,NA,NA,598304,NA,576543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2209203","Santa Filomena","PI","Sociedade de economia mista com administracao publica",NA,NA,2543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2209807","São Gonçalo do Piauí","PI","Sociedade de economia mista com administracao publica",NA,NA,3329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2209856","São João da Canabrava","PI","Sociedade de economia mista com administracao publica",NA,NA,1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2210102","São José do Peixe","PI","Sociedade de economia mista com administracao publica",NA,NA,1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2210631","Sebastião Leal","PI","Sociedade de economia mista com administracao publica",NA,NA,1408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2210904","Socorro do Piauí","PI","Sociedade de economia mista com administracao publica",NA,NA,1117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,"2900405","Água Fria","BA","Sociedade de economia mista com administracao publica",6228,NA,6255,464.84,303.48,475.7,NA,NA,NA,1475149.32,1475149.32,NA,1320951.22,166270.45,80492.84,0,105463.14,NA,NA,NA,NA,NA,NA
2020,"2905305","Cafarnaum","BA","Sociedade de economia mista com administracao publica",11675,NA,11363,605.99,459.81,2834.76,NA,NA,NA,2046202.59,2046202.59,NA,2049046.08,932891.46,205822.08,0,235315.75,NA,NA,NA,NA,NA,NA
2020,"2906808","Cansanção","BA","Sociedade de economia mista com administracao publica",25324,NA,11682,2233.73,917.62,456.82,NA,NA,NA,4778619.04,4778619.04,NA,4527525.91,1888096.13,293803.88,0,359590.26,NA,NA,NA,NA,NA,NA
2019,"2906808","Cansanção","BA","Sociedade de economia mista com administracao publica",26694,NA,11666,1569.98,863.54,1366.16,NA,NA,NA,4436969.01,4436969.01,NA,4514489.18,1649185.63,0,0,0,NA,NA,NA,NA,NA,NA
2018,"2908705","Condeúba","BA","Sociedade de economia mista com administracao publica",9432,NA,7648,701.19,350.53,677,NA,NA,NA,1744826.13,1744826.13,NA,1847422.15,212709.37,0,0,0,NA,NA,NA,0,0,0
2020,"2912707","Ibirapitanga","BA","Sociedade de economia mista com administracao publica",13772,NA,6383,711.72,525.01,203.7,NA,NA,NA,2716246.31,2716246.31,NA,2704685.26,141271.97,152803.5,0,191182.26,NA,NA,NA,NA,NA,NA
2017,"2912806","Ibirapuã","BA","Sociedade de economia mista com administracao publica",5845,NA,5042,190.43,170,193.3,NA,NA,NA,882517.3,882517.3,NA,934332.16,58995.98,4438.99,0,5097.23,NA,NA,NA,0,0,0
2017,"2913309","Ichu","BA","Sociedade de economia mista com administracao publica",4761,NA,4122,342.85,290.25,336.41,NA,NA,NA,686002.4,686002.4,NA,624340.09,69174.49,612194.77,0,702973.55,NA,NA,NA,0,0,0
2020,"2925600","Presidente Dutra","BA","Sociedade de economia mista com administracao publica",15075,NA,9985,818.05,620.71,2685.77,NA,NA,NA,2881760.57,2881760.57,NA,2870361.19,1216739.52,143414.1,0,183257.14,NA,NA,NA,NA,NA,NA
2018,"2926103","Retirolândia","BA","Sociedade de economia mista com administracao publica",11186,NA,7971,0,379.9,0,NA,NA,NA,1677060.27,1677060.27,NA,1773125.12,442646.25,0,0,0,NA,NA,NA,0,0,0
2019,"2926202","Riachão das Neves","BA","Sociedade de economia mista com administracao publica",8414,NA,10941,370.27,354.96,721.8,NA,NA,NA,1869041.72,1869041.72,NA,1848238.46,219482.85,0,0,0,NA,NA,NA,NA,NA,NA
2019,"2926806","Rio do Antônio","BA","Sociedade de economia mista com administracao publica",11377,NA,6218,454.93,375.52,609.87,NA,NA,NA,1719877.17,1719877.17,NA,1684326.58,226131.6,1029628.01,3135365.93,5019759.65,NA,NA,NA,NA,NA,NA
2020,"2928000","Santaluz","BA","Sociedade de economia mista com administracao publica",26022,NA,23065,1141.37,991.34,609.47,NA,NA,NA,4712768.08,4712768.08,NA,4920720.67,521452.07,257786.61,0,326815.51,NA,NA,NA,NA,NA,NA
2017,"2933000","Valente","BA","Sociedade de economia mista com administracao publica",23946,NA,15784,921.88,975.45,1038.2,NA,NA,NA,3558425.74,3558425.74,NA,3375663.44,387838.85,693879.63,0,796770.98,NA,NA,NA,0,0,0
2021,"2103257","Cidelândia","MA","Sociedade de economia mista com administracao publica",5965,NA,6554,978.44,267.87,249.45,NA,NA,NA,1134745.01,1134745.01,NA,775808.51,168429.07,7570.31,0,14672.09,NA,NA,NA,NA,NA,NA
2021,"2109403","Primeira Cruz","MA","Sociedade de economia mista com administracao publica",3696,NA,4778,567.85,104.28,266.55,NA,NA,NA,284670.66,284670.66,NA,130082.78,161583.83,4393.52,0,8515.13,NA,NA,NA,NA,NA,NA
2021,"2111532","São Pedro da Água Branca","MA","Sociedade de economia mista com administracao publica",9855,NA,11381,1448.37,365.18,772.5,NA,NA,NA,1239508.54,1239508.54,NA,608845.4,425489.66,11206.21,0,21718.86,NA,NA,NA,NA,NA,NA
2008,"2903706","Boa Nova","BA","Sociedade de economia mista com administracao publica",8797,NA,5649,293.72,313.63,498.19,NA,NA,NA,475271.77,475271.77,NA,484093.99,102539.44,0,0,0,NA,NA,NA,NA,NA,NA
2008,"2908705","Condeúba","BA","Sociedade de economia mista com administracao publica",8416,NA,7284,336.06,367.33,253.08,NA,NA,NA,610089.38,610089.38,NA,642044.11,52404.45,0,0,0,NA,NA,NA,NA,NA,NA
2010,"2909208","Coronel João Sá","BA","Sociedade de economia mista com administracao publica",9896,NA,7043,354.91,399.55,769.66,NA,NA,NA,614465,614465,NA,637231,151868,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"2909703","Cristópolis","BA","Sociedade de economia mista com administracao publica",3311,NA,3144,134.42,145.95,72.53,NA,NA,NA,303538,303538,NA,322501,22979,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"2909703","Cristópolis","BA","Sociedade de economia mista com administracao publica",3120,NA,3133,149.38,144.69,82.66,NA,NA,NA,267996,267996,NA,276608,26259,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"2913408","Igaporã","BA","Autarquia",14970,NA,7634,329,0,500,NA,NA,NA,338428,338428,NA,338428,51105,0,0,0,NA,NA,NA,0,0,0
2011,"2915106","Itagi","BA","Sociedade de economia mista com administracao publica",10877,NA,10112,479.12,451.59,70.37,NA,NA,NA,890421,890421,NA,914538,20698,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"2915700","Itamari","BA","Sociedade de economia mista com administracao publica",5123,NA,5814,256.38,208.09,346.46,NA,NA,NA,402903,402903,NA,362403,24086,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"2916203","Itapé","BA","Sociedade de economia mista com administracao publica",8876,NA,6995,424.75,375.86,237.73,NA,NA,NA,673446,673446,NA,700240,51729,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"2917003","Itiúba","BA","Sociedade de economia mista com administracao publica",12745,NA,9772,584.61,526.19,961.6,NA,NA,NA,810256.48,810256.48,NA,851722.61,253135.52,62000,0,62000,NA,NA,NA,NA,NA,NA
2010,"2920007","Maiquinique","BA","Sociedade de economia mista com administracao publica",7522,NA,6916,376.01,354.01,148.1,NA,NA,NA,719786,719786,NA,842917,28505,NA,NA,NA,NA,NA,NA,NA,NA,NA
